Contig accession,Feature name,Feature,Begin,End,Strand,Length
PPYXA570.00049,PPYXA570_02738,CDS,260894,261700,+,807
PPYXA570.00049,PPYXA570_02739,CDS,261900,262568,-,669
PPYXA570.00049,PPYXA570_02740,CDS,262988,263710,-,723
PPYXA570.00049,PPYXA570_02741,CDS,263697,265160,-,1464
PPYXA570.00049,PPYXA570_02742,CDS,265309,266487,+,1179
PPYXA570.00049,PPYXA570_02743,CDS,266527,267597,+,1071
PPYXA570.00049,PPYXA570_02744,CDS,267675,269126,-,1452
PPYXA570.00049,PPYXA570_02745,CDS,269148,271073,-,1926
PPYXA570.00049,PPYXA570_02746,CDS,271311,272537,+,1227
PPYXA570.00049,PPYXA570_02747,CDS,272616,274046,-,1431
PPYXA570.00049,PPYXA570_02748,CDS,274043,274741,-,699
PPYXA570.00049,PPYXA570_02749,CDS,274743,276077,-,1335
PPYXA570.00049,PPYXA570_02750,CDS,276074,276799,-,726
PPYXA570.00049,PPYXA570_02751,CDS,276881,278038,-,1158
PPYXA570.00049,PPYXA570_02752,CDS,278492,279409,+,918
PPYXA570.00049,PPYXA570_02753,CDS,279475,280239,+,765
PPYXA570.00049,PPYXA570_02754,CDS,280265,282619,-,2355
PPYXA570.00049,PPYXA570_02755,CDS,283240,284727,-,1488
PPYXA570.00049,PPYXA570_02756,CDS,284964,285452,-,489
PPYXA570.00049,PPYXA570_02757,CDS,285470,286264,-,795
PPYXA570.00049,PPYXA570_02758,CDS,286514,287935,-,1422
PPYXA570.00049,PPYXA570_02759,CDS,287939,289552,-,1614
PPYXA570.00049,PPYXA570_02760,CDS,289587,290567,-,981
PPYXA570.00049,PPYXA570_02761,CDS,290668,291735,-,1068
PPYXA570.00049,PPYXA570_02762,CDS,291991,292725,+,735
PPYXA570.00049,PPYXA570_02763,CDS,292867,293331,-,465
PPYXA570.00049,PPYXA570_02764,CDS,293478,294119,+,642
PPYXA570.00049,PPYXA570_02765,CDS,294400,294900,+,501
PPYXA570.00049,PPYXA570_02766,CDS,294966,295658,-,693
PPYXA570.00049,PPYXA570_02767,CDS,295807,296865,-,1059
PPYXA570.00049,PPYXA570_02768,CDS,296862,297629,-,768
PPYXA570.00049,PPYXA570_02769,CDS,297632,297835,-,204
PPYXA570.00049,PPYXA570_02770,CDS,297832,298980,-,1149
PPYXA570.00049,PPYXA570_02771,CDS,299038,299598,-,561
PPYXA570.00049,PPYXA570_02772,CDS,300142,301695,-,1554
PPYXA570.00049,PPYXA570_02773,CDS,302382,302921,-,540
PPYXA570.00049,PPYXA570_02774,CDS,303377,304366,-,990
PPYXA570.00049,PPYXA570_02775,CDS,304353,304907,-,555
PPYXA570.00049,PPYXA570_02776,CDS,304909,305304,-,396
PPYXA570.00049,PPYXA570_02777,CDS,305345,305824,-,480
PPYXA570.00049,PPYXA570_02778,CDS,305874,307958,-,2085
PPYXA570.00049,PPYXA570_02779,CDS,307948,309786,-,1839
PPYXA570.00049,PPYXA570_02780,CDS,309786,310643,-,858
PPYXA570.00049,PPYXA570_02781,CDS,310640,311353,-,714
PPYXA570.00049,PPYXA570_02782,CDS,311376,312353,-,978
PPYXA570.00049,PPYXA570_02783,CDS,312394,313887,-,1494
PPYXA570.00049,PPYXA570_02784,CDS,314065,315186,-,1122
PPYXA570.00049,PPYXA570_02785,CDS,315146,315919,-,774
PPYXA570.00049,PPYXA570_02786,CDS,315916,316230,-,315
PPYXA570.00049,PPYXA570_02787,CDS,316227,316565,-,339
PPYXA570.00049,PPYXA570_02788,CDS,316641,317486,-,846
PPYXA570.00049,PPYXA570_02789,CDS,317479,318297,-,819
PPYXA570.00049,PPYXA570_02790,CDS,318362,319102,-,741
PPYXA570.00049,PPYXA570_02791,CDS,319673,320605,-,933
PPYXA570.00049,PPYXA570_02792,CDS,320685,324125,-,3441
PPYXA570.00049,PPYXA570_02793,CDS,324407,324949,+,543
PPYXA570.00049,PPYXA570_02794,CDS,325047,325919,-,873
PPYXA570.00049,PPYXA570_02795,CDS,325998,326507,-,510
PPYXA570.00049,PPYXA570_02796,CDS,326625,326831,-,207
PPYXA570.00049,PPYXA570_02797,CDS,326940,327308,-,369
PPYXA570.00049,PPYXA570_02798,CDS,327498,328124,+,627
PPYXA570.00049,PPYXA570_02799,CDS,328545,328709,+,165
PPYXA570.00049,PPYXA570_02800,CDS,328751,328891,+,141
PPYXA570.00049,PPYXA570_02801,CDS,329078,329578,-,501
PPYXA570.00049,PPYXA570_02802,CDS,330034,330516,-,483
PPYXA570.00049,PPYXA570_02803,CDS,330731,331204,-,474
PPYXA570.00049,PPYXA570_02804,CDS,331360,332238,+,879
PPYXA570.00049,PPYXA570_02805,CDS,332960,334372,-,1413
PPYXA570.00049,PPYXA570_02806,CDS,334690,334791,-,102
PPYXA570.00049,PPYXA570_02807,CDS,334984,335865,-,882
PPYXA570.00049,PPYXA570_02808,CDS,336281,337747,+,1467
PPYXA570.00049,PPYXA570_02809,CDS,337943,338050,-,108
PPYXA570.00049,PPYXA570_02810,CDS,338294,338422,-,129
PPYXA570.00049,PPYXA570_02811,CDS,338664,338759,-,96
PPYXA570.00049,PPYXA570_02812,CDS,339171,339509,+,339
PPYXA570.00049,PPYXA570_02813,CDS,339506,339820,+,315
PPYXA570.00049,PPYXA570_02814,CDS,339983,340189,-,207
PPYXA570.00049,PPYXA570_02815,CDS,340915,341235,+,321
PPYXA570.00049,PPYXA570_02816,CDS,341374,342789,-,1416
PPYXA570.00049,PPYXA570_02817,CDS,343069,343614,-,546
PPYXA570.00049,PPYXA570_02818,CDS,344063,344275,+,213
PPYXA570.00049,PPYXA570_02819,CDS,344325,345461,-,1137
PPYXA570.00050,PPYXA570_02820,CDS,13,441,-,429
PPYXA570.00051,PPYXA570_02821,CDS,260,688,-,429
PPYXA570.00051,PPYXA570_02822,CDS,1050,1751,+,702
PPYXA570.00051,PPYXA570_02823,CDS,1774,2007,-,234
PPYXA570.00051,PPYXA570_02824,CDS,2101,2223,-,123
PPYXA570.00051,PPYXA570_02825,CDS,2331,3764,-,1434
PPYXA570.00051,PPYXA570_02826,CDS,3992,4444,+,453
PPYXA570.00051,PPYXA570_02827,CDS,4566,5012,-,447
PPYXA570.00051,PPYXA570_02828,CDS,5141,5449,-,309
PPYXA570.00051,PPYXA570_02829,CDS,5849,6700,+,852
PPYXA570.00051,PPYXA570_02830,CDS,6766,7191,-,426
PPYXA570.00051,PPYXA570_02831,CDS,7199,7306,-,108
PPYXA570.00051,PPYXA570_02832,CDS,7373,7735,-,363
PPYXA570.00051,PPYXA570_02833,CDS,7792,8241,-,450
PPYXA570.00051,PPYXA570_02834,CDS,8597,8857,-,261
PPYXA570.00051,PPYXA570_02835,CDS,8995,9099,+,105
PPYXA570.00051,PPYXA570_02836,CDS,9118,9573,+,456
PPYXA570.00051,PPYXA570_02837,CDS,10091,11800,-,1710
PPYXA570.00051,PPYXA570_02838,CDS,11927,12292,+,366
PPYXA570.00051,PPYXA570_02839,CDS,13493,13921,-,429
PPYXA570.00051,PPYXA570_02840,CDS,14025,14396,-,372
PPYXA570.00051,PPYXA570_02841,CDS,14863,19572,-,4710
PPYXA570.00051,PPYXA570_02842,CDS,19591,19947,-,357
PPYXA570.00051,PPYXA570_02843,CDS,20036,20578,-,543
PPYXA570.00051,PPYXA570_02844,CDS,20581,21006,-,426
PPYXA570.00051,PPYXA570_02845,CDS,21008,23335,-,2328
PPYXA570.00051,PPYXA570_02846,CDS,23354,24277,-,924
PPYXA570.00051,PPYXA570_02847,CDS,24552,25238,-,687
PPYXA570.00051,PPYXA570_02848,CDS,25259,25693,-,435
PPYXA570.00051,PPYXA570_02849,CDS,25693,26127,-,435
PPYXA570.00051,PPYXA570_02850,CDS,26130,26396,-,267
PPYXA570.00051,PPYXA570_02851,CDS,26416,27315,-,900
PPYXA570.00051,PPYXA570_02852,CDS,27332,28216,-,885
PPYXA570.00051,PPYXA570_02853,CDS,28213,30303,-,2091
PPYXA570.00051,PPYXA570_02854,CDS,30287,31945,-,1659
PPYXA570.00051,PPYXA570_02855,CDS,32034,32945,-,912
PPYXA570.00051,PPYXA570_02856,CDS,32964,33818,-,855
PPYXA570.00051,PPYXA570_02857,CDS,33815,34273,-,459
PPYXA570.00051,PPYXA570_02858,CDS,34562,34852,-,291
PPYXA570.00051,PPYXA570_02859,CDS,35208,35837,+,630
PPYXA570.00051,PPYXA570_02860,CDS,35937,36260,+,324
PPYXA570.00051,PPYXA570_02861,CDS,36266,38698,-,2433
PPYXA570.00051,PPYXA570_02862,CDS,39015,39848,-,834
PPYXA570.00051,PPYXA570_02863,CDS,40594,41949,-,1356
PPYXA570.00051,PPYXA570_02864,CDS,41952,42257,-,306
PPYXA570.00051,PPYXA570_02865,CDS,43262,44248,+,987
PPYXA570.00051,PPYXA570_02866,CDS,44534,44989,+,456
PPYXA570.00051,PPYXA570_02867,CDS,44998,46017,+,1020
PPYXA570.00051,PPYXA570_02868,CDS,45983,46363,+,381
PPYXA570.00051,PPYXA570_02869,CDS,46367,46768,+,402
PPYXA570.00051,PPYXA570_02870,CDS,46801,49413,+,2613
PPYXA570.00051,PPYXA570_02871,CDS,49397,52105,+,2709
PPYXA570.00051,PPYXA570_02872,CDS,52126,53856,+,1731
PPYXA570.00051,PPYXA570_02873,CDS,53870,54295,+,426
PPYXA570.00051,PPYXA570_02874,CDS,55063,55338,+,276
PPYXA570.00051,PPYXA570_02875,CDS,55534,55809,+,276
PPYXA570.00051,PPYXA570_02876,CDS,56598,57809,-,1212
PPYXA570.00051,PPYXA570_02877,CDS,58822,60327,-,1506
PPYXA570.00051,PPYXA570_02878,CDS,60669,61007,+,339
PPYXA570.00051,PPYXA570_02879,CDS,61107,61271,+,165
PPYXA570.00051,PPYXA570_02880,CDS,61822,62337,-,516
PPYXA570.00051,PPYXA570_02881,CDS,62520,63194,-,675
PPYXA570.00051,PPYXA570_02882,CDS,63567,64082,+,516
PPYXA570.00051,PPYXA570_02883,CDS,64147,64428,+,282
PPYXA570.00051,PPYXA570_02884,CDS,64505,64726,+,222
PPYXA570.00051,PPYXA570_02885,CDS,64738,65142,+,405
PPYXA570.00051,PPYXA570_02886,CDS,65662,66132,+,471
PPYXA570.00051,PPYXA570_02887,CDS,66146,66457,+,312
PPYXA570.00051,PPYXA570_02888,tRNA,66572,66643,-,72
PPYXA570.00051,PPYXA570_02889,CDS,67378,67710,+,333
PPYXA570.00051,PPYXA570_02890,CDS,68322,69143,+,822
PPYXA570.00051,PPYXA570_02891,CDS,69266,69856,+,591
PPYXA570.00051,PPYXA570_02892,CDS,70017,70763,-,747
PPYXA570.00051,PPYXA570_02893,CDS,70945,71295,+,351
PPYXA570.00051,PPYXA570_02894,CDS,71789,72346,-,558
PPYXA570.00051,PPYXA570_02895,CDS,72904,73476,+,573
PPYXA570.00051,PPYXA570_02896,CDS,73517,73660,+,144
PPYXA570.00051,PPYXA570_02897,CDS,73657,73779,+,123
PPYXA570.00051,PPYXA570_02898,CDS,73807,73986,+,180
PPYXA570.00051,PPYXA570_02899,CDS,74248,74487,+,240
PPYXA570.00052,PPYXA570_02900,CDS,352,567,-,216
PPYXA570.00052,PPYXA570_02901,CDS,567,872,-,306
PPYXA570.00052,PPYXA570_02902,CDS,1049,1303,-,255
PPYXA570.00052,PPYXA570_02903,CDS,1591,1890,+,300
PPYXA570.00052,PPYXA570_02904,CDS,1838,3325,+,1488
PPYXA570.00052,PPYXA570_02905,CDS,3605,4285,-,681
PPYXA570.00052,PPYXA570_02906,CDS,4439,5002,+,564
PPYXA570.00052,PPYXA570_02907,CDS,5353,7020,-,1668
PPYXA570.00052,PPYXA570_02908,CDS,7181,8089,-,909
PPYXA570.00052,PPYXA570_02909,CDS,8483,9400,-,918
PPYXA570.00053,PPYXA570_02910,rRNA,1,86,-,86
PPYXA570.00053,PPYXA570_02911,CDS,469,612,-,144
PPYXA570.00053,PPYXA570_02912,CDS,950,1150,+,201
PPYXA570.00053,PPYXA570_02913,CDS,1189,1854,-,666
PPYXA570.00053,PPYXA570_02914,CDS,1966,2643,+,678
PPYXA570.00053,PPYXA570_02915,CDS,3208,3546,+,339
PPYXA570.00053,PPYXA570_02916,CDS,3905,4090,-,186
PPYXA570.00053,PPYXA570_02917,CDS,4201,4887,-,687
PPYXA570.00053,PPYXA570_02918,CDS,5463,5942,-,480
PPYXA570.00053,PPYXA570_02919,rRNA,6164,6279,-,116
PPYXA570.00053,PPYXA570_02920,rRNA,6466,6592,-,127
PPYXA570.00053,PPYXA570_02921,CDS,6610,8073,-,1464
PPYXA570.00053,PPYXA570_02922,CDS,8100,9167,-,1068
PPYXA570.00053,PPYXA570_02923,CDS,9281,9601,-,321
PPYXA570.00053,PPYXA570_02924,CDS,9795,10562,-,768
PPYXA570.00053,PPYXA570_02925,CDS,10642,10992,+,351
PPYXA570.00053,PPYXA570_02926,CDS,11439,11825,-,387
PPYXA570.00053,PPYXA570_02927,CDS,11840,12985,-,1146
PPYXA570.00053,PPYXA570_02928,CDS,13385,13882,-,498
PPYXA570.00053,PPYXA570_02929,CDS,13879,14286,-,408
PPYXA570.00053,PPYXA570_02930,CDS,14667,15752,-,1086
PPYXA570.00055,PPYXA570_02931,CDS,254,493,-,240
PPYXA570.00055,PPYXA570_02932,CDS,750,860,-,111
PPYXA570.00055,PPYXA570_02933,CDS,1390,2166,+,777
PPYXA570.00055,PPYXA570_02934,CDS,2958,3173,-,216
PPYXA570.00055,PPYXA570_02935,CDS,3326,3463,+,138
PPYXA570.00055,PPYXA570_02936,CDS,3567,3785,+,219
PPYXA570.00055,PPYXA570_02937,CDS,3960,5213,-,1254
PPYXA570.00055,PPYXA570_02938,CDS,5914,6126,+,213
PPYXA570.00055,PPYXA570_02939,CDS,6107,6244,-,138
PPYXA570.00055,PPYXA570_02940,CDS,6399,6806,-,408
PPYXA570.00055,PPYXA570_02941,CDS,6806,7363,-,558
PPYXA570.00055,PPYXA570_02942,CDS,7353,7619,-,267
PPYXA570.00055,PPYXA570_02943,CDS,8236,8553,-,318
PPYXA570.00055,PPYXA570_02944,CDS,8556,8999,-,444
PPYXA570.00055,PPYXA570_02945,CDS,8959,9552,-,594
PPYXA570.00055,PPYXA570_02946,CDS,9613,10032,-,420
PPYXA570.00055,PPYXA570_02947,CDS,9977,10237,-,261
PPYXA570.00055,PPYXA570_02948,CDS,10268,10981,-,714
PPYXA570.00055,PPYXA570_02949,CDS,11213,11818,+,606
PPYXA570.00055,PPYXA570_02950,CDS,11897,12286,+,390
PPYXA570.00055,PPYXA570_02951,CDS,12246,12608,+,363
PPYXA570.00055,PPYXA570_02952,CDS,13910,14329,-,420
PPYXA570.00055,PPYXA570_02953,CDS,14960,15781,-,822
PPYXA570.00055,PPYXA570_02954,CDS,18160,18315,-,156
PPYXA570.00056,PPYXA570_02955,CDS,187,828,-,642
PPYXA570.00056,PPYXA570_02956,CDS,1137,2930,-,1794
PPYXA570.00056,PPYXA570_02957,CDS,3056,3373,-,318
PPYXA570.00056,PPYXA570_02958,CDS,3370,3828,-,459
PPYXA570.00056,PPYXA570_02959,CDS,3997,4197,+,201
PPYXA570.00056,PPYXA570_02960,CDS,4501,4932,+,432
PPYXA570.00056,PPYXA570_02961,CDS,5221,6204,-,984
PPYXA570.00056,PPYXA570_02962,CDS,6311,7000,-,690
PPYXA570.00056,PPYXA570_02963,CDS,7116,7340,+,225
PPYXA570.00056,PPYXA570_02964,CDS,7357,8025,-,669
PPYXA570.00056,PPYXA570_02965,CDS,8098,8280,-,183
PPYXA570.00056,PPYXA570_02966,CDS,8277,8465,-,189
PPYXA570.00056,PPYXA570_02967,CDS,8588,8749,-,162
PPYXA570.00056,PPYXA570_02968,CDS,8900,9118,+,219
PPYXA570.00056,PPYXA570_02969,CDS,9143,9370,-,228
PPYXA570.00056,PPYXA570_02970,CDS,9367,9681,-,315
PPYXA570.00056,PPYXA570_02971,CDS,9706,9933,-,228
PPYXA570.00056,PPYXA570_02972,CDS,9930,10148,-,219
PPYXA570.00056,PPYXA570_02973,CDS,10150,10869,-,720
PPYXA570.00056,PPYXA570_02974,CDS,11535,12782,+,1248
PPYXA570.00056,PPYXA570_02975,CDS,15092,15400,-,309
PPYXA570.00056,PPYXA570_02976,tRNA,16051,16127,-,77
PPYXA570.00056,PPYXA570_02977,CDS,16364,18022,-,1659
PPYXA570.00056,PPYXA570_02978,CDS,18060,18566,-,507
PPYXA570.00056,PPYXA570_02979,CDS,19086,19505,+,420
PPYXA570.00056,PPYXA570_02980,CDS,20349,20462,-,114
PPYXA570.00057,PPYXA570_02981,CDS,362,475,-,114
PPYXA570.00057,PPYXA570_02982,CDS,722,1048,+,327
PPYXA570.00057,PPYXA570_02983,CDS,1403,1681,-,279
PPYXA570.00057,PPYXA570_02984,CDS,1723,1845,+,123
PPYXA570.00057,PPYXA570_02985,CDS,1951,2385,+,435
PPYXA570.00057,PPYXA570_02986,CDS,2504,2725,+,222
PPYXA570.00057,PPYXA570_02987,CDS,2966,4294,-,1329
PPYXA570.00057,PPYXA570_02988,CDS,4419,4832,-,414
PPYXA570.00057,PPYXA570_02989,CDS,4916,6169,-,1254
PPYXA570.00057,PPYXA570_02990,CDS,6281,7567,-,1287
PPYXA570.00057,PPYXA570_02991,CDS,7680,8663,-,984
PPYXA570.00057,PPYXA570_02992,CDS,8778,9389,-,612
PPYXA570.00057,PPYXA570_02993,CDS,9470,10027,-,558
PPYXA570.00057,PPYXA570_02994,CDS,10193,12853,-,2661
PPYXA570.00057,PPYXA570_02995,CDS,13044,13310,-,267
PPYXA570.00057,PPYXA570_02996,CDS,13307,14287,-,981
PPYXA570.00057,PPYXA570_02997,CDS,14271,15122,-,852
PPYXA570.00057,PPYXA570_02998,CDS,15135,17303,-,2169
PPYXA570.00057,PPYXA570_02999,CDS,17374,20214,-,2841
PPYXA570.00057,PPYXA570_03000,CDS,20303,21535,-,1233
PPYXA570.00057,PPYXA570_03001,CDS,21664,22221,-,558
PPYXA570.00057,PPYXA570_03002,CDS,22348,23244,-,897
PPYXA570.00057,PPYXA570_03003,CDS,23360,24676,+,1317
PPYXA570.00057,PPYXA570_03004,CDS,24698,25654,-,957
PPYXA570.00057,PPYXA570_03005,CDS,25772,26605,-,834
PPYXA570.00057,PPYXA570_03006,CDS,26614,27426,-,813
PPYXA570.00057,PPYXA570_03007,CDS,27423,28511,-,1089
PPYXA570.00057,PPYXA570_03008,CDS,28655,30172,-,1518
PPYXA570.00057,PPYXA570_03009,CDS,30346,30909,+,564
PPYXA570.00057,PPYXA570_03010,CDS,31152,31718,+,567
PPYXA570.00057,PPYXA570_03011,CDS,31879,32334,+,456
PPYXA570.00057,PPYXA570_03012,CDS,32338,32616,+,279
PPYXA570.00057,PPYXA570_03013,CDS,32712,33581,-,870
PPYXA570.00057,PPYXA570_03014,CDS,33578,35005,-,1428
PPYXA570.00057,PPYXA570_03015,CDS,35075,35857,-,783
PPYXA570.00057,PPYXA570_03016,CDS,35857,37188,-,1332
PPYXA570.00057,PPYXA570_03017,CDS,37259,38101,-,843
PPYXA570.00057,PPYXA570_03018,CDS,38325,39791,-,1467
PPYXA570.00057,PPYXA570_03019,CDS,39863,41380,-,1518
PPYXA570.00057,PPYXA570_03020,CDS,41396,42049,-,654
PPYXA570.00057,PPYXA570_03021,CDS,42408,43220,-,813
PPYXA570.00057,PPYXA570_03022,CDS,43241,43699,-,459
PPYXA570.00057,PPYXA570_03023,CDS,44148,45011,+,864
PPYXA570.00057,PPYXA570_03024,CDS,45020,45766,+,747
PPYXA570.00057,PPYXA570_03025,CDS,45861,47363,-,1503
PPYXA570.00057,PPYXA570_03026,CDS,47347,47832,-,486
PPYXA570.00057,PPYXA570_03027,CDS,48093,48563,-,471
PPYXA570.00057,PPYXA570_03028,CDS,48839,51301,-,2463
PPYXA570.00057,PPYXA570_03029,CDS,51324,53303,-,1980
PPYXA570.00057,PPYXA570_03030,CDS,53402,54391,-,990
PPYXA570.00057,PPYXA570_03031,CDS,54384,55460,-,1077
PPYXA570.00057,PPYXA570_03032,CDS,55460,56407,-,948
PPYXA570.00057,PPYXA570_03033,CDS,56582,57262,-,681
PPYXA570.00057,PPYXA570_03034,CDS,57489,58226,-,738
PPYXA570.00057,PPYXA570_03035,CDS,58432,58893,-,462
PPYXA570.00057,PPYXA570_03036,CDS,58886,60070,-,1185
PPYXA570.00057,PPYXA570_03037,CDS,60200,62038,-,1839
PPYXA570.00057,PPYXA570_03038,CDS,62035,63810,-,1776
PPYXA570.00057,PPYXA570_03039,CDS,64067,67735,-,3669
PPYXA570.00057,PPYXA570_03040,CDS,67920,68465,-,546
PPYXA570.00057,PPYXA570_03041,CDS,68643,68915,-,273
PPYXA570.00057,PPYXA570_03042,CDS,68983,69657,-,675
PPYXA570.00057,PPYXA570_03043,CDS,69871,70521,-,651
PPYXA570.00057,PPYXA570_03044,CDS,70571,72070,-,1500
PPYXA570.00057,PPYXA570_03045,CDS,72365,73939,-,1575
PPYXA570.00057,PPYXA570_03046,CDS,74171,74773,-,603
PPYXA570.00057,PPYXA570_03047,CDS,74795,76204,-,1410
PPYXA570.00057,PPYXA570_03048,CDS,76602,79445,-,2844
PPYXA570.00057,PPYXA570_03049,CDS,79955,80320,+,366
PPYXA570.00057,PPYXA570_03050,CDS,80450,82612,+,2163
PPYXA570.00057,PPYXA570_03051,CDS,82609,83238,+,630
PPYXA570.00057,PPYXA570_03052,CDS,83271,84773,+,1503
PPYXA570.00057,PPYXA570_03053,CDS,84843,85433,+,591
PPYXA570.00057,PPYXA570_03054,CDS,85507,86883,+,1377
PPYXA570.00057,PPYXA570_03055,CDS,86870,88123,+,1254
PPYXA570.00057,PPYXA570_03056,CDS,88223,89635,-,1413
PPYXA570.00057,PPYXA570_03057,CDS,89685,90704,-,1020
PPYXA570.00057,PPYXA570_03058,CDS,90992,92608,-,1617
PPYXA570.00057,PPYXA570_03059,CDS,92850,93767,+,918
PPYXA570.00057,PPYXA570_03060,CDS,94104,94244,-,141
PPYXA570.00057,PPYXA570_03061,CDS,94322,95122,-,801
PPYXA570.00057,PPYXA570_03062,CDS,95197,95616,-,420
PPYXA570.00057,PPYXA570_03063,CDS,95852,97132,-,1281
PPYXA570.00057,PPYXA570_03064,CDS,97154,97972,-,819
PPYXA570.00057,PPYXA570_03065,CDS,98151,99332,+,1182
PPYXA570.00057,PPYXA570_03066,CDS,99673,100779,+,1107
PPYXA570.00057,PPYXA570_03067,CDS,100792,102084,+,1293
PPYXA570.00057,PPYXA570_03068,CDS,102123,102989,+,867
PPYXA570.00057,PPYXA570_03069,CDS,102986,104197,+,1212
PPYXA570.00057,PPYXA570_03070,CDS,104194,104871,+,678
PPYXA570.00057,PPYXA570_03071,CDS,104871,105527,+,657
PPYXA570.00057,PPYXA570_03072,CDS,106093,106704,-,612
PPYXA570.00057,PPYXA570_03073,CDS,106866,107648,-,783
PPYXA570.00057,PPYXA570_03074,CDS,107650,108909,-,1260
PPYXA570.00057,PPYXA570_03075,CDS,108992,109462,-,471
PPYXA570.00057,PPYXA570_03076,CDS,109459,110124,-,666
PPYXA570.00057,PPYXA570_03077,CDS,110265,110933,-,669
PPYXA570.00057,PPYXA570_03078,CDS,110997,112292,-,1296
PPYXA570.00057,PPYXA570_03079,CDS,112425,113621,-,1197
PPYXA570.00057,PPYXA570_03080,CDS,113618,114490,-,873
PPYXA570.00057,PPYXA570_03081,CDS,114627,116129,-,1503
PPYXA570.00057,PPYXA570_03082,CDS,116122,116655,-,534
PPYXA570.00057,PPYXA570_03083,CDS,117128,117652,-,525
PPYXA570.00057,PPYXA570_03084,CDS,117690,118991,-,1302
PPYXA570.00057,PPYXA570_03085,CDS,118978,119631,-,654
PPYXA570.00057,PPYXA570_03086,CDS,119659,122541,-,2883
PPYXA570.00057,PPYXA570_03087,CDS,122700,123332,-,633
PPYXA570.00057,PPYXA570_03088,CDS,123415,123798,-,384
PPYXA570.00057,PPYXA570_03089,CDS,123791,124729,-,939
PPYXA570.00057,PPYXA570_03090,CDS,124726,125634,-,909
PPYXA570.00057,PPYXA570_03091,CDS,125980,126954,-,975
PPYXA570.00057,PPYXA570_03092,CDS,126947,128269,-,1323
PPYXA570.00057,PPYXA570_03093,CDS,128324,129487,-,1164
PPYXA570.00057,PPYXA570_03094,CDS,129573,130265,-,693
PPYXA570.00057,PPYXA570_03095,CDS,130262,130699,-,438
PPYXA570.00057,PPYXA570_03096,CDS,130756,131559,-,804
PPYXA570.00057,PPYXA570_03097,CDS,131591,132109,-,519
PPYXA570.00057,PPYXA570_03098,CDS,132160,132489,-,330
PPYXA570.00057,PPYXA570_03099,CDS,132706,133575,+,870
PPYXA570.00057,PPYXA570_03100,CDS,133652,134497,-,846
PPYXA570.00057,PPYXA570_03101,CDS,134576,135073,-,498
PPYXA570.00057,PPYXA570_03102,CDS,135021,135233,-,213
PPYXA570.00057,PPYXA570_03103,CDS,135257,135907,-,651
PPYXA570.00057,PPYXA570_03104,CDS,136081,136278,-,198
PPYXA570.00057,PPYXA570_03105,CDS,136283,136789,-,507
PPYXA570.00057,PPYXA570_03106,CDS,136844,137953,-,1110
PPYXA570.00057,PPYXA570_03107,CDS,138138,138722,-,585
PPYXA570.00057,PPYXA570_03108,CDS,138790,139416,-,627
PPYXA570.00057,PPYXA570_03109,CDS,139413,140009,-,597
PPYXA570.00057,PPYXA570_03110,CDS,140150,140269,-,120
PPYXA570.00057,PPYXA570_03111,CDS,140845,141933,-,1089
PPYXA570.00057,PPYXA570_03112,CDS,141960,143063,-,1104
PPYXA570.00057,PPYXA570_03113,CDS,143121,143927,-,807
PPYXA570.00057,PPYXA570_03114,CDS,143924,145120,-,1197
PPYXA570.00057,PPYXA570_03115,CDS,145117,145803,-,687
PPYXA570.00057,PPYXA570_03116,CDS,145800,146594,-,795
PPYXA570.00057,PPYXA570_03117,CDS,146584,147630,-,1047
PPYXA570.00057,PPYXA570_03118,CDS,147663,149213,-,1551
PPYXA570.00057,PPYXA570_03119,CDS,149597,149971,-,375
PPYXA570.00057,PPYXA570_03120,CDS,149974,151068,-,1095
PPYXA570.00057,PPYXA570_03121,CDS,151070,152239,-,1170
PPYXA570.00057,PPYXA570_03122,CDS,152472,153272,-,801
PPYXA570.00057,PPYXA570_03123,CDS,153303,153746,-,444
PPYXA570.00057,PPYXA570_03124,CDS,153857,154831,-,975
PPYXA570.00057,PPYXA570_03125,CDS,154828,155694,-,867
PPYXA570.00057,PPYXA570_03126,CDS,155651,156310,-,660
PPYXA570.00057,PPYXA570_03127,CDS,156310,157182,-,873
PPYXA570.00057,PPYXA570_03128,CDS,157175,157912,-,738
PPYXA570.00057,PPYXA570_03129,CDS,157913,158782,-,870
PPYXA570.00057,PPYXA570_03130,CDS,158899,159450,-,552
PPYXA570.00057,PPYXA570_03131,CDS,159549,159779,-,231
PPYXA570.00057,PPYXA570_03132,CDS,159936,160109,+,174
PPYXA570.00057,PPYXA570_03133,CDS,160181,160456,-,276
PPYXA570.00057,PPYXA570_03134,CDS,160702,161688,-,987
PPYXA570.00057,PPYXA570_03135,CDS,161685,163202,-,1518
PPYXA570.00057,PPYXA570_03136,CDS,163276,164391,-,1116
PPYXA570.00057,PPYXA570_03137,CDS,164560,166038,-,1479
PPYXA570.00057,PPYXA570_03138,CDS,166460,166810,-,351
PPYXA570.00057,PPYXA570_03139,CDS,166853,167503,-,651
PPYXA570.00057,PPYXA570_03140,CDS,167682,167957,-,276
PPYXA570.00057,PPYXA570_03141,CDS,168124,169164,-,1041
PPYXA570.00057,PPYXA570_03142,CDS,169157,169765,-,609
PPYXA570.00057,PPYXA570_03143,CDS,169777,171099,-,1323
PPYXA570.00057,PPYXA570_03144,CDS,171247,172473,-,1227
PPYXA570.00057,PPYXA570_03145,CDS,172592,173185,-,594
