Contig accession,Feature name,Feature,Begin,End,Strand,Length
Contig_048,Feature_02475,CDS,29534,31015,+,1482
Contig_048,Feature_02476,CDS,31072,31287,-,216
Contig_048,Feature_02477,CDS,31525,32208,+,684
Contig_048,Feature_02478,CDS,32642,33646,+,1005
Contig_048,Feature_02479,CDS,33683,34504,-,822
Contig_048,Feature_02480,CDS,34633,34812,-,180
Contig_048,Feature_02481,CDS,34821,35129,-,309
Contig_048,Feature_02482,CDS,35712,36158,+,447
Contig_048,Feature_02483,CDS,36538,38049,+,1512
Contig_048,Feature_02484,CDS,38086,39015,+,930
Contig_048,Feature_02485,CDS,39153,39707,+,555
Contig_048,Feature_02486,CDS,39745,40356,+,612
Contig_048,Feature_02487,CDS,40803,41531,-,729
Contig_048,Feature_02488,CDS,41562,42611,-,1050
Contig_048,Feature_02489,CDS,42646,43884,-,1239
Contig_048,Feature_02490,CDS,44137,45345,-,1209
Contig_048,Feature_02491,CDS,45652,46413,+,762
Contig_048,Feature_02492,CDS,46520,48127,-,1608
Contig_048,Feature_02493,CDS,48128,49204,-,1077
Contig_048,Feature_02494,CDS,49364,50017,+,654
Contig_048,Feature_02495,CDS,50322,51176,-,855
Contig_048,Feature_02496,CDS,51275,52087,-,813
Contig_048,Feature_02497,CDS,52227,55874,+,3648
Contig_048,Feature_02498,CDS,55964,56851,-,888
Contig_048,Feature_02499,CDS,57063,57707,-,645
Contig_048,Feature_02500,CDS,57822,58274,+,453
Contig_048,Feature_02501,CDS,58306,58827,+,522
Contig_048,Feature_02502,CDS,59308,61476,-,2169
Contig_048,Feature_02503,CDS,61834,63333,+,1500
Contig_048,Feature_02504,CDS,63351,64562,+,1212
Contig_048,Feature_02505,CDS,64583,65680,+,1098
Contig_048,Feature_02506,CDS,65701,65925,-,225
Contig_048,Feature_02507,CDS,67126,68799,+,1674
Contig_048,Feature_02508,CDS,69668,70075,+,408
Contig_048,Feature_02509,CDS,70155,71924,+,1770
Contig_048,Feature_02510,CDS,71911,73761,+,1851
Contig_048,Feature_02511,CDS,73969,74736,+,768
Contig_048,Feature_02512,CDS,74917,75612,+,696
Contig_049,Feature_02513,CDS,80,1951,+,1872
Contig_049,Feature_02514,CDS,3310,5217,+,1908
Contig_049,Feature_02515,CDS,5415,6128,+,714
Contig_049,Feature_02516,CDS,6264,7274,-,1011
Contig_049,Feature_02517,CDS,7706,8686,+,981
Contig_049,Feature_02518,CDS,8702,10075,+,1374
Contig_049,Feature_02519,CDS,10112,12535,+,2424
Contig_049,Feature_02520,CDS,12668,13849,+,1182
Contig_049,Feature_02521,CDS,13907,14776,+,870
Contig_049,Feature_02522,CDS,15408,18074,+,2667
Contig_049,Feature_02523,CDS,18161,18709,+,549
Contig_049,Feature_02524,CDS,19173,22673,+,3501
Contig_049,Feature_02525,CDS,22839,23294,+,456
Contig_049,Feature_02526,CDS,23760,24461,+,702
Contig_049,Feature_02527,CDS,24798,25430,+,633
Contig_049,Feature_02528,CDS,25453,26262,-,810
Contig_049,Feature_02529,CDS,26603,27343,+,741
Contig_049,Feature_02530,CDS,27348,28646,+,1299
Contig_049,Feature_02531,CDS,28770,30812,+,2043
Contig_049,Feature_02532,CDS,31337,32344,+,1008
Contig_049,Feature_02533,CDS,32546,33781,+,1236
Contig_049,Feature_02534,CDS,33793,35271,+,1479
Contig_049,Feature_02535,CDS,35542,36555,-,1014
Contig_049,Feature_02536,CDS,36874,38262,+,1389
Contig_049,Feature_02537,CDS,39849,40205,-,357
Contig_049,Feature_02538,CDS,40660,41628,+,969
Contig_049,Feature_02539,CDS,41802,42788,+,987
Contig_049,Feature_02540,CDS,42802,43698,+,897
Contig_049,Feature_02541,CDS,43823,45448,+,1626
Contig_049,Feature_02542,CDS,45474,47957,+,2484
Contig_049,Feature_02543,CDS,47938,50211,+,2274
Contig_049,Feature_02544,CDS,50401,54402,+,4002
Contig_049,Feature_02545,CDS,55044,55976,-,933
Contig_049,Feature_02546,CDS,56491,57462,-,972
Contig_049,Feature_02547,CDS,57459,57593,-,135
Contig_049,Feature_02548,CDS,57933,58448,+,516
Contig_049,Feature_02549,CDS,58536,59618,-,1083
Contig_049,Feature_02550,CDS,59611,60288,-,678
Contig_049,Feature_02551,CDS,60641,61597,+,957
Contig_049,Feature_02552,CDS,61858,63216,+,1359
Contig_049,Feature_02553,CDS,63514,64266,-,753
Contig_049,Feature_02554,CDS,64370,64609,+,240
Contig_049,Feature_02555,CDS,65349,65633,-,285
Contig_049,Feature_02556,CDS,66076,67248,-,1173
Contig_049,Feature_02557,CDS,67238,68098,-,861
Contig_049,Feature_02558,CDS,68245,68640,-,396
Contig_049,Feature_02559,CDS,68672,69418,-,747
Contig_049,Feature_02560,CDS,69497,70249,-,753
Contig_049,Feature_02561,CDS,70379,70912,-,534
Contig_049,Feature_02562,CDS,70983,71195,-,213
Contig_049,Feature_02563,CDS,71305,72279,-,975
Contig_049,Feature_02564,CDS,72517,73062,+,546
Contig_049,Feature_02565,CDS,73463,74896,-,1434
Contig_049,Feature_02566,CDS,74927,76795,-,1869
Contig_049,Feature_02567,CDS,76982,77851,-,870
Contig_049,Feature_02568,CDS,78443,79666,-,1224
Contig_049,Feature_02569,CDS,79891,80292,-,402
Contig_049,Feature_02570,CDS,80596,81147,+,552
Contig_049,Feature_02571,CDS,81451,81876,-,426
Contig_049,Feature_02572,CDS,81987,82217,-,231
Contig_049,Feature_02573,CDS,83352,84188,-,837
Contig_049,Feature_02574,CDS,84337,86073,+,1737
Contig_049,Feature_02575,CDS,86227,86397,+,171
Contig_049,Feature_02576,CDS,86578,86946,+,369
Contig_049,Feature_02577,CDS,86948,87163,-,216
Contig_049,Feature_02578,CDS,87383,88543,-,1161
Contig_049,Feature_02579,CDS,88767,89822,-,1056
Contig_049,Feature_02580,CDS,89824,90519,-,696
Contig_049,Feature_02581,CDS,90955,91086,-,132
Contig_049,Feature_02582,CDS,91110,93728,-,2619
Contig_049,Feature_02583,CDS,94511,94657,-,147
Contig_049,Feature_02584,CDS,94654,96291,-,1638
Contig_049,Feature_02585,CDS,96356,97249,-,894
Contig_049,Feature_02586,CDS,97263,98177,-,915
Contig_049,Feature_02587,CDS,98241,99977,-,1737
Contig_049,Feature_02588,CDS,100290,101960,-,1671
Contig_049,Feature_02589,CDS,102008,103414,-,1407
Contig_049,Feature_02590,CDS,103417,105123,-,1707
Contig_049,Feature_02591,CDS,105722,105994,+,273
Contig_049,Feature_02592,CDS,105975,106658,+,684
Contig_049,Feature_02593,CDS,106905,107531,-,627
Contig_049,Feature_02594,CDS,107606,108556,-,951
Contig_049,Feature_02595,CDS,109206,109868,+,663
Contig_049,Feature_02596,CDS,110012,110581,-,570
Contig_049,Feature_02597,CDS,110695,110955,-,261
Contig_049,Feature_02598,CDS,111003,111329,-,327
Contig_049,Feature_02599,CDS,111600,112010,-,411
Contig_049,Feature_02600,CDS,112101,113207,-,1107
Contig_049,Feature_02601,CDS,113378,113695,-,318
Contig_049,Feature_02602,CDS,113810,114772,-,963
Contig_049,Feature_02603,CDS,115213,117273,-,2061
Contig_049,Feature_02604,CDS,117605,118300,-,696
Contig_049,Feature_02605,CDS,118389,118910,-,522
Contig_049,Feature_02606,CDS,119222,120751,-,1530
Contig_049,Feature_02607,CDS,120979,121089,-,111
Contig_049,Feature_02608,CDS,121122,121232,-,111
Contig_049,Feature_02609,CDS,121335,121994,-,660
Contig_049,Feature_02610,CDS,122265,122714,-,450
Contig_049,Feature_02611,CDS,122851,124014,-,1164
Contig_049,Feature_02612,CDS,124340,126730,-,2391
Contig_049,Feature_02613,CDS,126918,127046,-,129
Contig_049,Feature_02614,CDS,127165,128313,-,1149
Contig_049,Feature_02615,CDS,128416,130035,-,1620
Contig_049,Feature_02616,CDS,130091,130927,-,837
Contig_049,Feature_02617,CDS,130929,131864,-,936
Contig_049,Feature_02618,CDS,131927,133240,-,1314
Contig_049,Feature_02619,CDS,133428,135179,-,1752
Contig_049,Feature_02620,CDS,135198,136808,-,1611
Contig_049,Feature_02621,CDS,136871,137050,-,180
Contig_049,Feature_02622,CDS,137238,139880,+,2643
Contig_049,Feature_02623,CDS,139954,141135,-,1182
Contig_049,Feature_02624,CDS,141194,141565,-,372
Contig_049,Feature_02625,CDS,141982,143088,-,1107
Contig_049,Feature_02626,CDS,143163,143891,-,729
Contig_049,Feature_02627,CDS,143928,145100,-,1173
Contig_049,Feature_02628,CDS,145153,146208,-,1056
Contig_049,Feature_02629,CDS,146318,147175,-,858
Contig_049,Feature_02630,CDS,147682,149916,+,2235
Contig_049,Feature_02631,CDS,150039,151028,-,990
Contig_049,Feature_02632,CDS,151474,152385,+,912
Contig_049,Feature_02633,CDS,152387,152764,+,378
Contig_049,Feature_02634,CDS,152870,153865,-,996
Contig_049,Feature_02635,CDS,153867,154886,-,1020
Contig_049,Feature_02636,CDS,155067,155933,+,867
Contig_049,Feature_02637,CDS,156113,157240,-,1128
Contig_049,Feature_02638,CDS,157391,158098,+,708
Contig_049,Feature_02639,CDS,158100,158831,+,732
Contig_049,Feature_02640,CDS,158833,159591,+,759
Contig_049,Feature_02641,CDS,159630,160289,+,660
Contig_049,Feature_02642,CDS,160280,161668,+,1389
Contig_049,Feature_02643,CDS,161891,163228,-,1338
Contig_049,Feature_02644,CDS,163239,164273,-,1035
Contig_049,Feature_02645,CDS,164456,165337,+,882
Contig_049,Feature_02646,CDS,165448,167487,-,2040
Contig_049,Feature_02647,CDS,167818,168147,+,330
Contig_049,Feature_02648,CDS,168274,168480,-,207
Contig_049,Feature_02649,CDS,168518,168775,-,258
Contig_049,Feature_02650,CDS,168965,169534,-,570
Contig_049,Feature_02651,CDS,169663,171135,+,1473
Contig_049,Feature_02652,CDS,171340,172875,+,1536
Contig_049,Feature_02653,CDS,172877,173821,+,945
Contig_049,Feature_02654,CDS,173818,174672,+,855
Contig_049,Feature_02655,CDS,174680,175516,+,837
Contig_049,Feature_02656,CDS,175509,176351,+,843
Contig_049,Feature_02657,CDS,176318,177628,+,1311
Contig_049,Feature_02658,CDS,177750,179207,-,1458
Contig_049,Feature_02659,CDS,179496,180098,-,603
Contig_049,Feature_02660,CDS,180148,181047,-,900
Contig_049,Feature_02661,CDS,181053,181535,-,483
Contig_049,Feature_02662,CDS,181566,182471,-,906
Contig_049,Feature_02663,CDS,182763,183074,+,312
Contig_049,Feature_02664,CDS,183178,183513,-,336
Contig_049,Feature_02665,CDS,183690,184628,+,939
Contig_049,Feature_02666,CDS,184699,185565,-,867
Contig_049,Feature_02667,CDS,185615,186028,-,414
Contig_049,Feature_02668,CDS,186300,186839,+,540
Contig_049,Feature_02669,CDS,186956,187960,-,1005
Contig_049,Feature_02670,CDS,188002,189123,-,1122
Contig_049,Feature_02671,CDS,189342,190808,-,1467
Contig_049,Feature_02672,CDS,191013,192401,-,1389
Contig_049,Feature_02673,CDS,192568,194112,-,1545
Contig_049,Feature_02674,CDS,194212,194922,-,711
Contig_049,Feature_02675,CDS,195076,196095,-,1020
Contig_049,Feature_02676,CDS,196232,197035,-,804
Contig_049,Feature_02677,CDS,197162,197458,-,297
Contig_049,Feature_02678,CDS,197623,198855,+,1233
Contig_049,Feature_02679,CDS,198931,199422,-,492
Contig_049,Feature_02680,CDS,199554,200672,-,1119
Contig_049,Feature_02681,CDS,200709,201716,-,1008
Contig_049,Feature_02682,CDS,201917,203239,-,1323
Contig_049,Feature_02683,CDS,203608,204063,-,456
Contig_049,Feature_02684,CDS,204123,204545,-,423
Contig_049,Feature_02685,CDS,204665,205414,-,750
Contig_049,Feature_02686,CDS,205549,205944,-,396
Contig_049,Feature_02687,CDS,206133,206315,-,183
Contig_049,Feature_02688,CDS,206468,207718,-,1251
Contig_049,Feature_02689,CDS,207882,209273,-,1392
Contig_049,Feature_02690,CDS,209506,210435,+,930
Contig_049,Feature_02691,CDS,210554,211657,-,1104
Contig_049,Feature_02692,CDS,212038,213255,+,1218
Contig_049,Feature_02693,CDS,213338,215062,-,1725
Contig_049,Feature_02694,CDS,215059,216897,-,1839
Contig_049,Feature_02695,CDS,217036,218025,-,990
Contig_049,Feature_02696,CDS,218728,220689,+,1962
Contig_049,Feature_02697,CDS,220807,221712,-,906
Contig_049,Feature_02698,CDS,221781,222587,-,807
Contig_049,Feature_02699,CDS,222862,222981,-,120
Contig_049,Feature_02700,CDS,223061,224281,-,1221
Contig_049,Feature_02701,CDS,224315,225316,-,1002
Contig_049,Feature_02702,CDS,225561,226517,-,957
Contig_049,Feature_02703,CDS,226984,227739,+,756
Contig_049,Feature_02704,CDS,228111,228266,+,156
Contig_049,Feature_02705,CDS,228347,229393,-,1047
Contig_049,Feature_02706,CDS,229395,230459,-,1065
Contig_049,Feature_02707,CDS,230689,231669,-,981
Contig_049,Feature_02708,CDS,231707,233422,-,1716
Contig_049,Feature_02709,CDS,233455,234462,-,1008
Contig_049,Feature_02710,CDS,234684,235604,-,921
Contig_049,Feature_02711,CDS,235639,236607,-,969
Contig_049,Feature_02712,CDS,236609,238090,-,1482
Contig_049,Feature_02713,CDS,238122,238556,-,435
Contig_049,Feature_02714,CDS,238556,239434,-,879
Contig_049,Feature_02715,CDS,239427,240455,-,1029
Contig_049,Feature_02716,CDS,240665,241393,+,729
Contig_049,Feature_02717,CDS,241484,242272,-,789
Contig_049,Feature_02718,CDS,242428,243339,-,912
Contig_049,Feature_02719,CDS,243580,244497,+,918
Contig_049,Feature_02720,CDS,244783,247854,-,3072
Contig_049,Feature_02721,CDS,248322,249494,-,1173
Contig_049,Feature_02722,CDS,249723,250232,-,510
Contig_049,Feature_02723,CDS,250342,251442,+,1101
Contig_049,Feature_02724,CDS,251451,252002,-,552
Contig_049,Feature_02725,CDS,251999,253276,-,1278
Contig_049,Feature_02726,CDS,253472,253711,-,240
Contig_049,Feature_02727,CDS,253852,254100,+,249
Contig_049,Feature_02728,CDS,254286,255020,-,735
Contig_049,Feature_02729,CDS,255026,255157,-,132
Contig_049,Feature_02730,CDS,255130,255678,-,549
Contig_049,Feature_02731,CDS,255629,256342,-,714
Contig_049,Feature_02732,CDS,256609,256842,+,234
Contig_049,Feature_02733,CDS,256976,257731,-,756
Contig_049,Feature_02734,CDS,257745,258251,-,507
Contig_049,Feature_02735,CDS,258276,258683,-,408
Contig_049,Feature_02736,CDS,258813,259481,-,669
Contig_049,Feature_02737,CDS,259568,260590,-,1023
Contig_049,Feature_02738,CDS,260894,261700,+,807
Contig_049,Feature_02739,CDS,261900,262568,-,669
Contig_049,Feature_02740,CDS,262988,263710,-,723
Contig_049,Feature_02741,CDS,263697,265160,-,1464
Contig_049,Feature_02742,CDS,265309,266487,+,1179
Contig_049,Feature_02743,CDS,266527,267597,+,1071
Contig_049,Feature_02744,CDS,267675,269126,-,1452
Contig_049,Feature_02745,CDS,269148,271073,-,1926
Contig_049,Feature_02746,CDS,271311,272537,+,1227
Contig_049,Feature_02747,CDS,272616,274046,-,1431
Contig_049,Feature_02748,CDS,274043,274741,-,699
Contig_049,Feature_02749,CDS,274743,276077,-,1335
Contig_049,Feature_02750,CDS,276074,276799,-,726
Contig_049,Feature_02751,CDS,276881,278038,-,1158
Contig_049,Feature_02752,CDS,278492,279409,+,918
Contig_049,Feature_02753,CDS,279475,280239,+,765
Contig_049,Feature_02754,CDS,280265,282619,-,2355
Contig_049,Feature_02755,CDS,283240,284727,-,1488
Contig_049,Feature_02756,CDS,284964,285452,-,489
Contig_049,Feature_02757,CDS,285470,286264,-,795
Contig_049,Feature_02758,CDS,286514,287935,-,1422
Contig_049,Feature_02759,CDS,287939,289552,-,1614
Contig_049,Feature_02760,CDS,289587,290567,-,981
Contig_049,Feature_02761,CDS,290668,291735,-,1068
Contig_049,Feature_02762,CDS,291991,292725,+,735
Contig_049,Feature_02763,CDS,292867,293331,-,465
Contig_049,Feature_02764,CDS,293478,294119,+,642
Contig_049,Feature_02765,CDS,294400,294900,+,501
Contig_049,Feature_02766,CDS,294966,295658,-,693
Contig_049,Feature_02767,CDS,295807,296865,-,1059
Contig_049,Feature_02768,CDS,296862,297629,-,768
Contig_049,Feature_02769,CDS,297632,297835,-,204
Contig_049,Feature_02770,CDS,297832,298980,-,1149
Contig_049,Feature_02771,CDS,299038,299598,-,561
Contig_049,Feature_02772,CDS,300142,301695,-,1554
Contig_049,Feature_02773,CDS,302382,302921,-,540
Contig_049,Feature_02774,CDS,303377,304366,-,990
Contig_049,Feature_02775,CDS,304353,304907,-,555
Contig_049,Feature_02776,CDS,304909,305304,-,396
Contig_049,Feature_02777,CDS,305345,305824,-,480
Contig_049,Feature_02778,CDS,305874,307958,-,2085
Contig_049,Feature_02779,CDS,307948,309786,-,1839
Contig_049,Feature_02780,CDS,309786,310643,-,858
Contig_049,Feature_02781,CDS,310640,311353,-,714
Contig_049,Feature_02782,CDS,311376,312353,-,978
Contig_049,Feature_02783,CDS,312394,313887,-,1494
Contig_049,Feature_02784,CDS,314065,315186,-,1122
Contig_049,Feature_02785,CDS,315146,315919,-,774
Contig_049,Feature_02786,CDS,315916,316230,-,315
Contig_049,Feature_02787,CDS,316227,316565,-,339
Contig_049,Feature_02788,CDS,316641,317486,-,846
Contig_049,Feature_02789,CDS,317479,318297,-,819
Contig_049,Feature_02790,CDS,318362,319102,-,741
Contig_049,Feature_02791,CDS,319673,320605,-,933
Contig_049,Feature_02792,CDS,320685,324125,-,3441
Contig_049,Feature_02793,CDS,324407,324949,+,543
Contig_049,Feature_02794,CDS,325047,325919,-,873
Contig_049,Feature_02795,CDS,325998,326507,-,510
Contig_049,Feature_02796,CDS,326625,326831,-,207
Contig_049,Feature_02797,CDS,326940,327308,-,369
Contig_049,Feature_02798,CDS,327498,328124,+,627
Contig_049,Feature_02799,CDS,328545,328709,+,165
Contig_049,Feature_02800,CDS,328751,328891,+,141
Contig_049,Feature_02801,CDS,329078,329578,-,501
Contig_049,Feature_02802,CDS,330034,330516,-,483
Contig_049,Feature_02803,CDS,330731,331204,-,474
Contig_049,Feature_02804,CDS,331360,332238,+,879
Contig_049,Feature_02805,CDS,332960,334372,-,1413
Contig_049,Feature_02806,CDS,334690,334791,-,102
Contig_049,Feature_02807,CDS,334984,335865,-,882
Contig_049,Feature_02808,CDS,336281,337747,+,1467
Contig_049,Feature_02809,CDS,337943,338050,-,108
Contig_049,Feature_02810,CDS,338294,338422,-,129
Contig_049,Feature_02811,CDS,338664,338759,-,96
Contig_049,Feature_02812,CDS,339171,339509,+,339
Contig_049,Feature_02813,CDS,339506,339820,+,315
Contig_049,Feature_02814,CDS,339983,340189,-,207
Contig_049,Feature_02815,CDS,340915,341235,+,321
Contig_049,Feature_02816,CDS,341374,342789,-,1416
Contig_049,Feature_02817,CDS,343069,343614,-,546
Contig_049,Feature_02818,CDS,344063,344275,+,213
Contig_049,Feature_02819,CDS,344325,345461,-,1137
Contig_050,Feature_02820,CDS,13,441,-,429
Contig_051,Feature_02821,CDS,260,688,-,429
Contig_051,Feature_02822,CDS,1050,1751,+,702
Contig_051,Feature_02823,CDS,1774,2007,-,234
Contig_051,Feature_02824,CDS,2101,2223,-,123
Contig_051,Feature_02825,CDS,2331,3764,-,1434
Contig_051,Feature_02826,CDS,3992,4444,+,453
Contig_051,Feature_02827,CDS,4566,5012,-,447
Contig_051,Feature_02828,CDS,5141,5449,-,309
Contig_051,Feature_02829,CDS,5849,6700,+,852
Contig_051,Feature_02830,CDS,6766,7191,-,426
Contig_051,Feature_02831,CDS,7199,7306,-,108
Contig_051,Feature_02832,CDS,7373,7735,-,363
Contig_051,Feature_02833,CDS,7792,8241,-,450
Contig_051,Feature_02834,CDS,8597,8857,-,261
Contig_051,Feature_02835,CDS,8995,9099,+,105
Contig_051,Feature_02836,CDS,9118,9573,+,456
Contig_051,Feature_02837,CDS,10091,11800,-,1710
Contig_051,Feature_02838,CDS,11927,12292,+,366
Contig_051,Feature_02839,CDS,13493,13921,-,429
Contig_051,Feature_02840,CDS,14025,14396,-,372
Contig_051,Feature_02841,CDS,14863,19572,-,4710
Contig_051,Feature_02842,CDS,19591,19947,-,357
Contig_051,Feature_02843,CDS,20036,20578,-,543
Contig_051,Feature_02844,CDS,20581,21006,-,426
Contig_051,Feature_02845,CDS,21008,23335,-,2328
Contig_051,Feature_02846,CDS,23354,24277,-,924
Contig_051,Feature_02847,CDS,24552,25238,-,687
Contig_051,Feature_02848,CDS,25259,25693,-,435
Contig_051,Feature_02849,CDS,25693,26127,-,435
Contig_051,Feature_02850,CDS,26130,26396,-,267
Contig_051,Feature_02851,CDS,26416,27315,-,900
Contig_051,Feature_02852,CDS,27332,28216,-,885
Contig_051,Feature_02853,CDS,28213,30303,-,2091
Contig_051,Feature_02854,CDS,30287,31945,-,1659
Contig_051,Feature_02855,CDS,32034,32945,-,912
Contig_051,Feature_02856,CDS,32964,33818,-,855
Contig_051,Feature_02857,CDS,33815,34273,-,459
Contig_051,Feature_02858,CDS,34562,34852,-,291
Contig_051,Feature_02859,CDS,35208,35837,+,630
Contig_051,Feature_02860,CDS,35937,36260,+,324
Contig_051,Feature_02861,CDS,36266,38698,-,2433
Contig_051,Feature_02862,CDS,39015,39848,-,834
Contig_051,Feature_02863,CDS,40594,41949,-,1356
Contig_051,Feature_02864,CDS,41952,42257,-,306
Contig_051,Feature_02865,CDS,43262,44248,+,987
Contig_051,Feature_02866,CDS,44534,44989,+,456
Contig_051,Feature_02867,CDS,44998,46017,+,1020
Contig_051,Feature_02868,CDS,45983,46363,+,381
Contig_051,Feature_02869,CDS,46367,46768,+,402
Contig_051,Feature_02870,CDS,46801,49413,+,2613
Contig_051,Feature_02871,CDS,49397,52105,+,2709
Contig_051,Feature_02872,CDS,52126,53856,+,1731
Contig_051,Feature_02873,CDS,53870,54295,+,426
Contig_051,Feature_02874,CDS,55063,55338,+,276
Contig_051,Feature_02875,CDS,55534,55809,+,276
Contig_051,Feature_02876,CDS,56598,57809,-,1212
Contig_051,Feature_02877,CDS,58822,60327,-,1506
Contig_051,Feature_02878,CDS,60669,61007,+,339
Contig_051,Feature_02879,CDS,61107,61271,+,165
Contig_051,Feature_02880,CDS,61822,62337,-,516
Contig_051,Feature_02881,CDS,62520,63194,-,675
Contig_051,Feature_02882,CDS,63567,64082,+,516
Contig_051,Feature_02883,CDS,64147,64428,+,282
Contig_051,Feature_02884,CDS,64505,64726,+,222
Contig_051,Feature_02885,CDS,64738,65142,+,405
Contig_051,Feature_02886,CDS,65662,66132,+,471
Contig_051,Feature_02887,CDS,66146,66457,+,312
Contig_051,Feature_02888,tRNA,66572,66643,-,72
Contig_051,Feature_02889,CDS,67378,67710,+,333
Contig_051,Feature_02890,CDS,68322,69143,+,822
Contig_051,Feature_02891,CDS,69266,69856,+,591
Contig_051,Feature_02892,CDS,70017,70763,-,747
Contig_051,Feature_02893,CDS,70945,71295,+,351
Contig_051,Feature_02894,CDS,71789,72346,-,558
Contig_051,Feature_02895,CDS,72904,73476,+,573
Contig_051,Feature_02896,CDS,73517,73660,+,144
Contig_051,Feature_02897,CDS,73657,73779,+,123
Contig_051,Feature_02898,CDS,73807,73986,+,180
Contig_051,Feature_02899,CDS,74248,74487,+,240
Contig_052,Feature_02900,CDS,352,567,-,216
Contig_052,Feature_02901,CDS,567,872,-,306
Contig_052,Feature_02902,CDS,1049,1303,-,255
Contig_052,Feature_02903,CDS,1591,1890,+,300
Contig_052,Feature_02904,CDS,1838,3325,+,1488
Contig_052,Feature_02905,CDS,3605,4285,-,681
Contig_052,Feature_02906,CDS,4439,5002,+,564
Contig_052,Feature_02907,CDS,5353,7020,-,1668
Contig_052,Feature_02908,CDS,7181,8089,-,909
Contig_052,Feature_02909,CDS,8483,9400,-,918
Contig_053,Feature_02910,rRNA,1,86,-,86
Contig_053,Feature_02911,CDS,469,612,-,144
Contig_053,Feature_02912,CDS,950,1150,+,201
Contig_053,Feature_02913,CDS,1189,1854,-,666
Contig_053,Feature_02914,CDS,1966,2643,+,678
Contig_053,Feature_02915,CDS,3208,3546,+,339
Contig_053,Feature_02916,CDS,3905,4090,-,186
Contig_053,Feature_02917,CDS,4201,4887,-,687
Contig_053,Feature_02918,CDS,5463,5942,-,480
Contig_053,Feature_02919,rRNA,6164,6279,-,116
Contig_053,Feature_02920,rRNA,6466,6592,-,127
Contig_053,Feature_02921,CDS,6610,8073,-,1464
Contig_053,Feature_02922,CDS,8100,9167,-,1068
Contig_053,Feature_02923,CDS,9281,9601,-,321
Contig_053,Feature_02924,CDS,9795,10562,-,768
Contig_053,Feature_02925,CDS,10642,10992,+,351
Contig_053,Feature_02926,CDS,11439,11825,-,387
Contig_053,Feature_02927,CDS,11840,12985,-,1146
Contig_053,Feature_02928,CDS,13385,13882,-,498
Contig_053,Feature_02929,CDS,13879,14286,-,408
Contig_053,Feature_02930,CDS,14667,15752,-,1086
Contig_055,Feature_02931,CDS,254,493,-,240
Contig_055,Feature_02932,CDS,750,860,-,111
Contig_055,Feature_02933,CDS,1390,2166,+,777
Contig_055,Feature_02934,CDS,2958,3173,-,216
Contig_055,Feature_02935,CDS,3326,3463,+,138
Contig_055,Feature_02936,CDS,3567,3785,+,219
Contig_055,Feature_02937,CDS,3960,5213,-,1254
Contig_055,Feature_02938,CDS,5914,6126,+,213
Contig_055,Feature_02939,CDS,6107,6244,-,138
Contig_055,Feature_02940,CDS,6399,6806,-,408
Contig_055,Feature_02941,CDS,6806,7363,-,558
Contig_055,Feature_02942,CDS,7353,7619,-,267
Contig_055,Feature_02943,CDS,8236,8553,-,318
Contig_055,Feature_02944,CDS,8556,8999,-,444
Contig_055,Feature_02945,CDS,8959,9552,-,594
Contig_055,Feature_02946,CDS,9613,10032,-,420
Contig_055,Feature_02947,CDS,9977,10237,-,261
Contig_055,Feature_02948,CDS,10268,10981,-,714
Contig_055,Feature_02949,CDS,11213,11818,+,606
Contig_055,Feature_02950,CDS,11897,12286,+,390
Contig_055,Feature_02951,CDS,12246,12608,+,363
Contig_055,Feature_02952,CDS,13910,14329,-,420
Contig_055,Feature_02953,CDS,14960,15781,-,822
Contig_055,Feature_02954,CDS,18160,18315,-,156
Contig_056,Feature_02955,CDS,187,828,-,642
Contig_056,Feature_02956,CDS,1137,2930,-,1794
Contig_056,Feature_02957,CDS,3056,3373,-,318
Contig_056,Feature_02958,CDS,3370,3828,-,459
Contig_056,Feature_02959,CDS,3997,4197,+,201
Contig_056,Feature_02960,CDS,4501,4932,+,432
Contig_056,Feature_02961,CDS,5221,6204,-,984
Contig_056,Feature_02962,CDS,6311,7000,-,690
Contig_056,Feature_02963,CDS,7116,7340,+,225
Contig_056,Feature_02964,CDS,7357,8025,-,669
Contig_056,Feature_02965,CDS,8098,8280,-,183
Contig_056,Feature_02966,CDS,8277,8465,-,189
Contig_056,Feature_02967,CDS,8588,8749,-,162
Contig_056,Feature_02968,CDS,8900,9118,+,219
Contig_056,Feature_02969,CDS,9143,9370,-,228
Contig_056,Feature_02970,CDS,9367,9681,-,315
Contig_056,Feature_02971,CDS,9706,9933,-,228
Contig_056,Feature_02972,CDS,9930,10148,-,219
Contig_056,Feature_02973,CDS,10150,10869,-,720
Contig_056,Feature_02974,CDS,11535,12782,+,1248
Contig_056,Feature_02975,CDS,15092,15400,-,309
Contig_056,Feature_02976,tRNA,16051,16127,-,77
Contig_056,Feature_02977,CDS,16364,18022,-,1659
Contig_056,Feature_02978,CDS,18060,18566,-,507
Contig_056,Feature_02979,CDS,19086,19505,+,420
Contig_056,Feature_02980,CDS,20349,20462,-,114
Contig_057,Feature_02981,CDS,362,475,-,114
Contig_057,Feature_02982,CDS,722,1048,+,327
Contig_057,Feature_02983,CDS,1403,1681,-,279
Contig_057,Feature_02984,CDS,1723,1845,+,123
Contig_057,Feature_02985,CDS,1951,2385,+,435
Contig_057,Feature_02986,CDS,2504,2725,+,222
